date,object_name,plan,fact,unit,cloudiness,temperature,wind_speed
2023-01-01 01:00:00,Zadarya,0,0,MWh,4.0,-4.0,2.0
2023-01-01 02:00:00,Zadarya,0,0,MWh,4.0,-4.0,2.0
2023-01-01 03:00:00,Zadarya,0,0,MWh,4.0,-3.0,2.0
2023-01-01 04:00:00,Zadarya,"0,039","0,002",MWh,4.0,-2.0,2.0
2023-01-01 05:00:00,Zadarya,"0,219","0,487",MWh,4.0,0.0,2.0
2023-01-01 06:00:00,Zadarya,"0,388","1,973",MWh,3.0,1.0,2.0
2023-01-01 07:00:00,Zadarya,"0,504","3,115",MWh,3.0,2.0,2.0
2023-01-01 08:00:00,Zadarya,"0,559","6,799",MWh,3.0,2.0,3.0
2023-01-01 09:00:00,Zadarya,"0,56","7,44",MWh,3.0,3.0,3.0
2023-01-01 10:00:00,Zadarya,"0,508","8,72",MWh,3.0,4.0,3.0
2023-01-01 11:00:00,Zadarya,"0,426","6,863",MWh,2.0,4.0,3.0
2023-01-01 12:00:00,Zadarya,"0,239","2,249",MWh,2.0,3.0,3.0
2023-01-01 13:00:00,Zadarya,"0,057","0,433",MWh,3.0,2.0,3.0
2023-01-01 14:00:00,Zadarya,0,"0,001",MWh,4.0,2.0,2.0
2023-01-01 15:00:00,Zadarya,0,0,MWh,4.0,2.0,2.0
2023-01-01 16:00:00,Zadarya,0,0,MWh,4.0,1.0,2.0
2023-01-01 17:00:00,Zadarya,0,0,MWh,3.0,0.0,2.0
2023-01-01 18:00:00,Zadarya,0,0,MWh,3.0,-1.0,2.0
2023-01-01 19:00:00,Zadarya,0,0,MWh,3.0,-2.0,2.0
2023-01-01 20:00:00,Zadarya,0,0,MWh,3.0,-3.0,2.0
2023-01-01 21:00:00,Zadarya,0,0,MWh,3.0,-3.0,2.0
2023-01-01 22:00:00,Zadarya,0,0,MWh,2.0,-4.0,2.0
2023-01-01 23:00:00,Zadarya,0,0,MWh,2.0,-4.0,2.0
2023-01-02 00:00:00,Zadarya,0,0,MWh,2.0,-4.0,2.0
2023-01-02 01:00:00,Zadarya,0,0,MWh,2.0,-3.0,2.0
2023-01-02 02:00:00,Zadarya,0,0,MWh,2.0,-3.0,2.0
2023-01-02 03:00:00,Zadarya,0,0,MWh,2.0,-2.0,2.0
2023-01-02 04:00:00,Zadarya,"0,039",0,MWh,2.0,-2.0,3.0
2023-01-02 05:00:00,Zadarya,"0,219","0,282",MWh,2.0,-1.0,3.0
2023-01-02 06:00:00,Zadarya,"0,388","2,265",MWh,4.0,-1.0,3.0
2023-01-02 07:00:00,Zadarya,"0,504","4,401",MWh,4.0,1.0,5.0
2023-01-02 08:00:00,Zadarya,"0,559","3,72",MWh,4.0,2.0,5.0
2023-01-02 09:00:00,Zadarya,"0,56","3,041",MWh,4.0,4.0,5.0
2023-01-02 10:00:00,Zadarya,"0,508","2,894",MWh,4.0,5.0,6.0
2023-01-02 11:00:00,Zadarya,"0,426","1,773",MWh,4.0,5.0,6.0
2023-01-02 12:00:00,Zadarya,"0,239","1,109",MWh,3.0,5.0,6.0
2023-01-02 13:00:00,Zadarya,"0,057","0,593",MWh,3.0,5.0,5.0
2023-01-02 14:00:00,Zadarya,0,0,MWh,3.0,3.0,5.0
2023-01-02 15:00:00,Zadarya,0,0,MWh,3.0,3.0,5.0
2023-01-02 16:00:00,Zadarya,0,0,MWh,3.0,3.0,5.0
2023-01-02 17:00:00,Zadarya,0,0,MWh,3.0,4.0,5.0
2023-01-02 18:00:00,Zadarya,0,0,MWh,3.0,4.0,5.0
2023-01-02 19:00:00,Zadarya,0,0,MWh,3.0,4.0,6.0
2023-01-02 20:00:00,Zadarya,0,0,MWh,3.0,3.0,6.0
2023-01-02 21:00:00,Zadarya,0,0,MWh,3.0,3.0,6.0
2023-01-02 22:00:00,Zadarya,0,0,MWh,3.0,3.0,8.0
2023-01-02 23:00:00,Zadarya,0,0,MWh,3.0,3.0,8.0
2023-01-03 00:00:00,Zadarya,0,0,MWh,3.0,3.0,8.0
2023-01-03 01:00:00,Zadarya,0,0,MWh,5.0,4.0,9.0
2023-01-03 02:00:00,Zadarya,0,0,MWh,6.0,4.0,9.0
2023-01-03 03:00:00,Zadarya,0,0,MWh,8.0,5.0,9.0
2023-01-03 04:00:00,Zadarya,0,0,MWh,8.0,4.0,10.0
2023-01-03 05:00:00,Zadarya,0,0,MWh,8.0,3.0,10.0
2023-01-03 06:00:00,Zadarya,0,0,MWh,8.0,3.0,10.0
2023-01-03 07:00:00,Zadarya,0,0,MWh,8.0,4.0,11.0
2023-01-03 08:00:00,Zadarya,0,0,MWh,8.0,4.0,11.0
2023-01-03 09:00:00,Zadarya,0,0,MWh,8.0,4.0,11.0
2023-01-03 10:00:00,Zadarya,0,0,MWh,8.0,4.0,10.0
2023-01-03 11:00:00,Zadarya,0,0,MWh,8.0,3.0,10.0
2023-01-03 12:00:00,Zadarya,0,0,MWh,8.0,3.0,10.0
2023-01-03 13:00:00,Zadarya,0,0,MWh,8.0,3.0,12.0
2023-01-03 14:00:00,Zadarya,0,0,MWh,8.0,3.0,12.0
2023-01-03 15:00:00,Zadarya,0,0,MWh,8.0,3.0,12.0
2023-01-03 16:00:00,Zadarya,0,0,MWh,8.0,3.0,11.0
2023-01-03 17:00:00,Zadarya,0,0,MWh,8.0,3.0,11.0
2023-01-03 18:00:00,Zadarya,0,0,MWh,8.0,3.0,11.0
2023-01-03 19:00:00,Zadarya,0,0,MWh,8.0,4.0,10.0
2023-01-03 20:00:00,Zadarya,0,0,MWh,8.0,4.0,10.0
2023-01-03 21:00:00,Zadarya,0,0,MWh,8.0,4.0,10.0
2023-01-03 22:00:00,Zadarya,0,0,MWh,8.0,4.0,6.0
2023-01-03 23:00:00,Zadarya,0,0,MWh,8.0,4.0,6.0
2023-01-04 00:00:00,Zadarya,0,0,MWh,8.0,4.0,6.0
2023-01-04 01:00:00,Zadarya,0,0,MWh,7.0,3.0,2.0
2023-01-04 02:00:00,Zadarya,0,0,MWh,7.0,2.0,2.0
2023-01-04 03:00:00,Zadarya,0,0,MWh,7.0,2.0,2.0
2023-01-04 04:00:00,Zadarya,"0,039",0,MWh,7.0,3.0,2.0
2023-01-04 05:00:00,Zadarya,"0,219","0,249",MWh,6.0,3.0,2.0
2023-01-04 06:00:00,Zadarya,"0,388","0,666",MWh,6.0,4.0,2.0
2023-01-04 07:00:00,Zadarya,"0,504","2,075",MWh,5.0,4.0,2.0
2023-01-04 08:00:00,Zadarya,"0,559","4,769",MWh,5.0,4.0,3.0
2023-01-04 09:00:00,Zadarya,"0,56","3,948",MWh,5.0,5.0,3.0
2023-01-04 10:00:00,Zadarya,"0,508","1,679",MWh,4.0,6.0,3.0
2023-01-04 11:00:00,Zadarya,"0,426","1,2",MWh,4.0,6.0,3.0
2023-01-04 12:00:00,Zadarya,"0,239","1,11",MWh,4.0,5.0,3.0
2023-01-04 13:00:00,Zadarya,"0,057","0,409",MWh,4.0,4.0,3.0
2023-01-04 14:00:00,Zadarya,0,"0,009",MWh,3.0,4.0,2.0
2023-01-04 15:00:00,Zadarya,0,0,MWh,3.0,3.0,2.0
2023-01-04 16:00:00,Zadarya,0,0,MWh,3.0,3.0,2.0
2023-01-04 17:00:00,Zadarya,0,0,MWh,2.0,2.0,2.0
2023-01-04 18:00:00,Zadarya,0,0,MWh,2.0,2.0,2.0
2023-01-04 19:00:00,Zadarya,0,0,MWh,2.0,2.0,2.0
2023-01-04 20:00:00,Zadarya,0,0,MWh,2.0,1.0,2.0
2023-01-04 21:00:00,Zadarya,0,0,MWh,2.0,1.0,2.0
2023-01-04 22:00:00,Zadarya,0,0,MWh,2.0,0.0,2.0
2023-01-04 23:00:00,Zadarya,0,0,MWh,2.0,0.0,2.0
2023-01-05 00:00:00,Zadarya,0,0,MWh,2.0,0.0,2.0
2023-01-05 01:00:00,Zadarya,0,0,MWh,0.0,0.0,2.0
2023-01-05 02:00:00,Zadarya,0,0,MWh,0.0,0.0,2.0
2023-01-05 03:00:00,Zadarya,0,0,MWh,0.0,1.0,2.0
2023-01-05 04:00:00,Zadarya,"0,05","0,002",MWh,0.0,2.0,2.0
2023-01-05 05:00:00,Zadarya,"0,282","0,381",MWh,0.0,3.0,2.0
2023-01-05 06:00:00,Zadarya,"0,499","3,707",MWh,0.0,4.0,2.0
2023-01-05 07:00:00,Zadarya,"0,648",7,MWh,0.0,4.0,2.0
2023-01-05 08:00:00,Zadarya,"0,719","8,673",MWh,0.0,5.0,3.0
2023-01-05 09:00:00,Zadarya,"0,72","9,194",MWh,0.0,6.0,3.0
2023-01-05 10:00:00,Zadarya,"0,653","8,63",MWh,0.0,7.0,3.0
2023-01-05 11:00:00,Zadarya,"0,548","5,061",MWh,0.0,7.0,3.0
2023-01-05 12:00:00,Zadarya,"0,307","1,233",MWh,0.0,6.0,3.0
2023-01-05 13:00:00,Zadarya,"0,073","0,573",MWh,0.0,5.0,3.0
2023-01-05 14:00:00,Zadarya,"0,001",0,MWh,0.0,4.0,2.0
2023-01-05 15:00:00,Zadarya,0,0,MWh,0.0,3.0,2.0
2023-01-05 16:00:00,Zadarya,0,0,MWh,0.0,3.0,2.0
2023-01-05 17:00:00,Zadarya,0,0,MWh,0.0,2.0,2.0
2023-01-05 18:00:00,Zadarya,0,0,MWh,0.0,2.0,2.0
2023-01-05 19:00:00,Zadarya,0,0,MWh,0.0,2.0,2.0
2023-01-05 20:00:00,Zadarya,0,0,MWh,0.0,1.0,2.0
2023-01-05 21:00:00,Zadarya,0,0,MWh,0.0,1.0,2.0
2023-01-05 22:00:00,Zadarya,0,0,MWh,0.0,0.0,2.0
2023-01-05 23:00:00,Zadarya,0,0,MWh,0.0,0.0,2.0
2023-01-06 00:00:00,Zadarya,0,0,MWh,0.0,0.0,2.0
2023-01-06 01:00:00,Zadarya,0,0,MWh,8.0,2.0,7.0
2023-01-06 02:00:00,Zadarya,0,0,MWh,8.0,2.0,7.0
2023-01-06 03:00:00,Zadarya,0,0,MWh,8.0,3.0,7.0
2023-01-06 04:00:00,Zadarya,"0,011",0,MWh,8.0,4.0,7.0
2023-01-06 05:00:00,Zadarya,"0,063","0,037",MWh,8.0,6.0,7.0
2023-01-06 06:00:00,Zadarya,"0,111","0,214",MWh,8.0,6.0,7.0
2023-01-06 07:00:00,Zadarya,"0,144","0,613",MWh,8.0,6.0,6.0
2023-01-06 08:00:00,Zadarya,"0,16","0,77",MWh,8.0,7.0,6.0
2023-01-06 09:00:00,Zadarya,"0,16","1,69",MWh,8.0,8.0,6.0
2023-01-06 10:00:00,Zadarya,"0,145","1,331",MWh,8.0,8.0,5.0
2023-01-06 11:00:00,Zadarya,"0,122","0,715",MWh,8.0,7.0,5.0
2023-01-06 12:00:00,Zadarya,"0,068","0,334",MWh,8.0,7.0,5.0
2023-01-06 13:00:00,Zadarya,"0,016","0,07",MWh,8.0,6.0,3.0
2023-01-06 14:00:00,Zadarya,0,0,MWh,8.0,6.0,3.0
2023-01-06 15:00:00,Zadarya,0,0,MWh,8.0,6.0,3.0
2023-01-06 16:00:00,Zadarya,0,0,MWh,8.0,5.0,3.0
2023-01-06 17:00:00,Zadarya,0,0,MWh,8.0,5.0,3.0
2023-01-06 18:00:00,Zadarya,0,0,MWh,8.0,6.0,3.0
2023-01-06 19:00:00,Zadarya,0,0,MWh,8.0,6.0,4.0
2023-01-06 20:00:00,Zadarya,0,0,MWh,8.0,5.0,4.0
2023-01-06 21:00:00,Zadarya,0,0,MWh,8.0,5.0,4.0
2023-01-06 22:00:00,Zadarya,0,0,MWh,7.0,5.0,3.0
2023-01-06 23:00:00,Zadarya,0,0,MWh,6.0,4.0,3.0
2023-01-07 00:00:00,Zadarya,0,0,MWh,6.0,4.0,3.0
2023-01-07 01:00:00,Zadarya,0,0,MWh,6.0,4.0,2.0
2023-01-07 02:00:00,Zadarya,0,0,MWh,5.0,4.0,2.0
2023-01-07 03:00:00,Zadarya,0,0,MWh,5.0,4.0,2.0
2023-01-07 04:00:00,Zadarya,"0,011",0,MWh,5.0,4.0,3.0
2023-01-07 05:00:00,Zadarya,"0,063","0,381",MWh,5.0,4.0,3.0
2023-01-07 06:00:00,Zadarya,"0,111","0,877",MWh,5.0,4.0,3.0
2023-01-07 07:00:00,Zadarya,"0,144","2,041",MWh,7.0,5.0,3.0
2023-01-07 08:00:00,Zadarya,"0,16","6,271",MWh,8.0,7.0,3.0
2023-01-07 09:00:00,Zadarya,"0,16","4,015",MWh,8.0,8.0,3.0
2023-01-07 10:00:00,Zadarya,"0,145","3,177",MWh,7.0,10.0,2.0
2023-01-07 11:00:00,Zadarya,"0,122","0,548",MWh,5.0,11.0,2.0
2023-01-07 12:00:00,Zadarya,"0,068","0,316",MWh,5.0,11.0,2.0
2023-01-07 13:00:00,Zadarya,"0,016","0,275",MWh,5.0,11.0,3.0
2023-01-07 14:00:00,Zadarya,0,0,MWh,5.0,10.0,3.0
2023-01-07 15:00:00,Zadarya,0,0,MWh,5.0,9.0,3.0
2023-01-07 16:00:00,Zadarya,0,0,MWh,5.0,9.0,5.0
2023-01-07 17:00:00,Zadarya,0,0,MWh,5.0,9.0,5.0
2023-01-07 18:00:00,Zadarya,0,0,MWh,5.0,9.0,5.0
2023-01-07 19:00:00,Zadarya,0,0,MWh,5.0,9.0,8.0
2023-01-07 20:00:00,Zadarya,0,0,MWh,5.0,9.0,8.0
2023-01-07 21:00:00,Zadarya,0,0,MWh,5.0,9.0,8.0
2023-01-07 22:00:00,Zadarya,0,0,MWh,4.0,8.0,6.0
2023-01-07 23:00:00,Zadarya,0,0,MWh,4.0,8.0,6.0
2023-01-08 00:00:00,Zadarya,0,0,MWh,4.0,7.0,6.0
2023-01-08 01:00:00,Zadarya,0,0,MWh,5.0,6.0,2.0
2023-01-08 02:00:00,Zadarya,0,0,MWh,5.0,5.0,2.0
2023-01-08 03:00:00,Zadarya,0,0,MWh,5.0,5.0,2.0
2023-01-08 04:00:00,Zadarya,"0,055","0,003",MWh,5.0,5.0,2.0
2023-01-08 05:00:00,Zadarya,"0,313","0,421",MWh,6.0,6.0,2.0
2023-01-08 06:00:00,Zadarya,"0,554","1,122",MWh,6.0,7.0,2.0
2023-01-08 07:00:00,Zadarya,"0,72","2,769",MWh,5.0,8.0,2.0
2023-01-08 08:00:00,Zadarya,"0,799","4,498",MWh,4.0,9.0,3.0
2023-01-08 09:00:00,Zadarya,"0,8","3,399",MWh,4.0,10.0,3.0
2023-01-08 10:00:00,Zadarya,"0,726","3,242",MWh,5.0,11.0,3.0
2023-01-08 11:00:00,Zadarya,"0,609","2,077",MWh,6.0,11.0,3.0
2023-01-08 12:00:00,Zadarya,"0,341","1,324",MWh,6.0,10.0,3.0
2023-01-08 13:00:00,Zadarya,"0,081","0,297",MWh,6.0,9.0,3.0
2023-01-08 14:00:00,Zadarya,"0,001",0,MWh,6.0,7.0,2.0
2023-01-08 15:00:00,Zadarya,0,0,MWh,7.0,6.0,2.0
2023-01-08 16:00:00,Zadarya,0,0,MWh,7.0,5.0,2.0
2023-01-08 17:00:00,Zadarya,0,0,MWh,6.0,4.0,2.0
2023-01-08 18:00:00,Zadarya,0,0,MWh,6.0,4.0,2.0
2023-01-08 19:00:00,Zadarya,0,0,MWh,7.0,4.0,2.0
2023-01-08 20:00:00,Zadarya,0,0,MWh,7.0,4.0,2.0
2023-01-08 21:00:00,Zadarya,0,0,MWh,8.0,3.0,2.0
2023-01-08 22:00:00,Zadarya,0,0,MWh,8.0,2.0,2.0
2023-01-08 23:00:00,Zadarya,0,0,MWh,8.0,1.0,2.0
2023-01-09 00:00:00,Zadarya,0,0,MWh,8.0,0.0,2.0
2023-01-09 01:00:00,Zadarya,0,0,MWh,8.0,0.0,2.0
2023-01-09 02:00:00,Zadarya,0,0,MWh,8.0,-1.0,2.0
2023-01-09 03:00:00,Zadarya,0,0,MWh,8.0,-1.0,2.0
2023-01-09 04:00:00,Zadarya,"0,011",0,MWh,8.0,0.0,2.0
2023-01-09 05:00:00,Zadarya,"0,063","0,068",MWh,8.0,0.0,2.0
2023-01-09 06:00:00,Zadarya,"0,111","0,267",MWh,8.0,1.0,2.0
2023-01-09 07:00:00,Zadarya,"0,144","0,304",MWh,8.0,2.0,2.0
2023-01-09 08:00:00,Zadarya,"0,16","0,51",MWh,8.0,2.0,3.0
2023-01-09 09:00:00,Zadarya,"0,16","0,156",MWh,8.0,2.0,3.0
2023-01-09 10:00:00,Zadarya,"0,145","0,149",MWh,8.0,2.0,3.0
2023-01-09 11:00:00,Zadarya,"0,122","0,109",MWh,8.0,2.0,3.0
2023-01-09 12:00:00,Zadarya,"0,068","0,051",MWh,8.0,2.0,3.0
2023-01-09 13:00:00,Zadarya,"0,016","0,007",MWh,8.0,1.0,3.0
2023-01-09 14:00:00,Zadarya,0,0,MWh,8.0,1.0,2.0
2023-01-09 15:00:00,Zadarya,0,0,MWh,8.0,0.0,2.0
2023-01-09 16:00:00,Zadarya,0,0,MWh,8.0,0.0,2.0
2023-01-09 17:00:00,Zadarya,0,0,MWh,8.0,0.0,2.0
2023-01-09 18:00:00,Zadarya,0,0,MWh,8.0,0.0,2.0
2023-01-09 19:00:00,Zadarya,0,0,MWh,8.0,-1.0,2.0
2023-01-09 20:00:00,Zadarya,0,0,MWh,8.0,-2.0,2.0
2023-01-09 21:00:00,Zadarya,0,0,MWh,8.0,-3.0,2.0
2023-01-09 22:00:00,Zadarya,0,0,MWh,8.0,-3.0,2.0
2023-01-09 23:00:00,Zadarya,0,0,MWh,8.0,-3.0,2.0
2023-01-10 00:00:00,Zadarya,0,0,MWh,8.0,-3.0,2.0
2023-01-10 01:00:00,Zadarya,0,0,MWh,8.0,-3.0,2.0
2023-01-10 02:00:00,Zadarya,0,0,MWh,8.0,-5.0,2.0
2023-01-10 03:00:00,Zadarya,0,0,MWh,8.0,-6.0,2.0
2023-01-10 04:00:00,Zadarya,"0,022",0,MWh,8.0,-7.0,3.0
2023-01-10 05:00:00,Zadarya,"0,125","0,002",MWh,8.0,-8.0,3.0
2023-01-10 06:00:00,Zadarya,"0,222","0,038",MWh,8.0,-8.0,3.0
2023-01-10 07:00:00,Zadarya,"0,288","0,018",MWh,8.0,-8.0,2.0
2023-01-10 08:00:00,Zadarya,"0,32","0,002",MWh,8.0,-8.0,2.0
2023-01-10 09:00:00,Zadarya,"0,32","0,035",MWh,8.0,-7.0,2.0
2023-01-10 10:00:00,Zadarya,"0,29","0,048",MWh,7.0,-6.0,2.0
2023-01-10 11:00:00,Zadarya,"0,243","0,006",MWh,7.0,-6.0,2.0
2023-01-10 12:00:00,Zadarya,"0,137","0,008",MWh,6.0,-6.0,2.0
2023-01-10 13:00:00,Zadarya,"0,032","0,036",MWh,4.0,-6.0,1.0
2023-01-10 14:00:00,Zadarya,0,0,MWh,4.0,-7.0,1.0
2023-01-10 15:00:00,Zadarya,0,0,MWh,3.0,-9.0,1.0
2023-01-10 16:00:00,Zadarya,0,0,MWh,2.0,-10.0,2.0
2023-01-10 17:00:00,Zadarya,0,0,MWh,1.0,-10.0,2.0
2023-01-10 18:00:00,Zadarya,0,0,MWh,0.0,-11.0,2.0
2023-01-10 19:00:00,Zadarya,0,0,MWh,0.0,-11.0,2.0
2023-01-10 20:00:00,Zadarya,0,0,MWh,0.0,-11.0,2.0
2023-01-10 21:00:00,Zadarya,0,0,MWh,0.0,-12.0,2.0
2023-01-10 22:00:00,Zadarya,0,0,MWh,0.0,-12.0,2.0
2023-01-10 23:00:00,Zadarya,0,0,MWh,1.0,-12.0,2.0
2023-01-11 00:00:00,Zadarya,0,0,MWh,1.0,-12.0,2.0
2023-01-11 01:00:00,Zadarya,0,0,MWh,2.0,-12.0,2.0
2023-01-11 02:00:00,Zadarya,0,0,MWh,2.0,-12.0,2.0
2023-01-11 03:00:00,Zadarya,0,0,MWh,1.0,-13.0,2.0
2023-01-11 04:00:00,Zadarya,"0,028",0,MWh,0.0,-13.0,3.0
2023-01-11 05:00:00,Zadarya,"0,157","0,019",MWh,0.0,-13.0,3.0
2023-01-11 06:00:00,Zadarya,"0,277","0,01",MWh,0.0,-13.0,3.0
2023-01-11 07:00:00,Zadarya,"0,36","0,096",MWh,0.0,-13.0,3.0
2023-01-11 08:00:00,Zadarya,"0,399","0,142",MWh,0.0,-11.0,3.0
2023-01-11 09:00:00,Zadarya,"0,4","0,171",MWh,0.0,-10.0,3.0
2023-01-11 10:00:00,Zadarya,"0,363","0,171",MWh,0.0,-10.0,4.0
2023-01-11 11:00:00,Zadarya,"0,304","0,13",MWh,0.0,-12.0,4.0
2023-01-11 12:00:00,Zadarya,"0,171","0,041",MWh,0.0,-12.0,4.0
2023-01-11 13:00:00,Zadarya,"0,04","0,033",MWh,0.0,-12.0,3.0
2023-01-11 14:00:00,Zadarya,0,0,MWh,0.0,-12.0,3.0
2023-01-11 15:00:00,Zadarya,0,0,MWh,0.0,-14.0,3.0
2023-01-11 16:00:00,Zadarya,0,0,MWh,0.0,-14.0,2.0
2023-01-11 17:00:00,Zadarya,0,0,MWh,0.0,-15.0,2.0
2023-01-11 18:00:00,Zadarya,0,0,MWh,0.0,-15.0,2.0
2023-01-11 19:00:00,Zadarya,0,0,MWh,0.0,-16.0,1.0
2023-01-11 20:00:00,Zadarya,0,0,MWh,0.0,-16.0,1.0
2023-01-11 21:00:00,Zadarya,0,0,MWh,0.0,-17.0,1.0
2023-01-11 22:00:00,Zadarya,0,0,MWh,0.0,-18.0,1.0
2023-01-11 23:00:00,Zadarya,0,0,MWh,0.0,-18.0,1.0
2023-01-12 00:00:00,Zadarya,0,0,MWh,0.0,-18.0,1.0
2023-01-12 01:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-12 02:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-12 03:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-12 04:00:00,Zadarya,"0,477",0,MWh,0.0,-18.0,2.0
2023-01-12 05:00:00,Zadarya,"2,696","0,028",MWh,0.0,-18.0,2.0
2023-01-12 06:00:00,Zadarya,"4,766","0,039",MWh,0.0,17.0,2.0
2023-01-12 07:00:00,Zadarya,"6,194","0,032",MWh,0.0,-15.0,2.0
2023-01-12 08:00:00,Zadarya,"6,871","0,058",MWh,0.0,-13.0,3.0
2023-01-12 09:00:00,Zadarya,"6,882","0,092",MWh,0.0,-12.0,3.0
2023-01-12 10:00:00,Zadarya,"6,244","0,126",MWh,0.0,-11.0,3.0
2023-01-12 11:00:00,Zadarya,"5,234","0,092",MWh,0.0,-12.0,3.0
2023-01-12 12:00:00,Zadarya,"2,935","0,03",MWh,0.0,-13.0,3.0
2023-01-12 13:00:00,Zadarya,"0,695","0,033",MWh,0.0,-14.0,3.0
2023-01-12 14:00:00,Zadarya,"0,005",0,MWh,0.0,-15.0,2.0
2023-01-12 15:00:00,Zadarya,0,0,MWh,0.0,-16.0,2.0
2023-01-12 16:00:00,Zadarya,0,0,MWh,0.0,-17.0,2.0
2023-01-12 17:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-12 18:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-12 19:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-12 20:00:00,Zadarya,0,0,MWh,0.0,-20.0,2.0
2023-01-12 21:00:00,Zadarya,0,0,MWh,0.0,-21.0,2.0
2023-01-12 22:00:00,Zadarya,0,0,MWh,0.0,-21.0,2.0
2023-01-12 23:00:00,Zadarya,0,0,MWh,0.0,-22.0,2.0
2023-01-13 00:00:00,Zadarya,0,0,MWh,0.0,-22.0,2.0
2023-01-13 01:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-13 02:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-13 03:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-13 04:00:00,Zadarya,"0,466",0,MWh,0.0,-18.0,2.0
2023-01-13 05:00:00,Zadarya,"2,633","0,026",MWh,0.0,-18.0,2.0
2023-01-13 06:00:00,Zadarya,"4,655","0,034",MWh,0.0,17.0,2.0
2023-01-13 07:00:00,Zadarya,"6,05","0,042",MWh,0.0,-15.0,2.0
2023-01-13 08:00:00,Zadarya,"6,711","0,108",MWh,0.0,-13.0,3.0
2023-01-13 09:00:00,Zadarya,"6,722","0,13",MWh,0.0,-12.0,3.0
2023-01-13 10:00:00,Zadarya,"6,099","0,142",MWh,0.0,-11.0,3.0
2023-01-13 11:00:00,Zadarya,"5,112","0,107",MWh,0.0,-12.0,3.0
2023-01-13 12:00:00,Zadarya,"2,867","0,024",MWh,0.0,-13.0,3.0
2023-01-13 13:00:00,Zadarya,"0,679","0,031",MWh,0.0,-14.0,3.0
2023-01-13 14:00:00,Zadarya,"0,005",0,MWh,0.0,-15.0,2.0
2023-01-13 15:00:00,Zadarya,0,0,MWh,0.0,-16.0,2.0
2023-01-13 16:00:00,Zadarya,0,0,MWh,0.0,-17.0,2.0
2023-01-13 17:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-13 18:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-13 19:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-13 20:00:00,Zadarya,0,0,MWh,0.0,-20.0,2.0
2023-01-13 21:00:00,Zadarya,0,0,MWh,0.0,-21.0,2.0
2023-01-13 22:00:00,Zadarya,0,0,MWh,0.0,-21.0,2.0
2023-01-13 23:00:00,Zadarya,0,0,MWh,0.0,-22.0,2.0
2023-01-14 00:00:00,Zadarya,0,0,MWh,0.0,-22.0,2.0
2023-01-14 01:00:00,Zadarya,0,0,MWh,0.0,-22.0,2.0
2023-01-14 02:00:00,Zadarya,0,0,MWh,0.0,-23.0,2.0
2023-01-14 03:00:00,Zadarya,0,0,MWh,0.0,-23.0,2.0
2023-01-14 04:00:00,Zadarya,"0,488",0,MWh,0.0,-22.0,2.0
2023-01-14 05:00:00,Zadarya,"2,759","0,037",MWh,0.0,21.0,2.0
2023-01-14 06:00:00,Zadarya,"4,877","0,068",MWh,0.0,-20.0,2.0
2023-01-14 07:00:00,Zadarya,"6,338","0,02",MWh,0.0,-19.0,2.0
2023-01-14 08:00:00,Zadarya,"7,031","0,096",MWh,0.0,-18.0,2.0
2023-01-14 09:00:00,Zadarya,"7,042","0,121",MWh,0.0,-13.0,2.0
2023-01-14 10:00:00,Zadarya,"6,39","0,15",MWh,0.0,-12.0,2.0
2023-01-14 11:00:00,Zadarya,"5,355","0,103",MWh,0.0,-12.0,2.0
2023-01-14 12:00:00,Zadarya,"3,004","0,03",MWh,0.0,-11.0,2.0
2023-01-14 13:00:00,Zadarya,"0,711","0,028",MWh,0.0,-11.0,1.0
2023-01-14 14:00:00,Zadarya,"0,006",0,MWh,0.0,-12.0,1.0
2023-01-14 15:00:00,Zadarya,0,0,MWh,0.0,-14.0,1.0
2023-01-14 16:00:00,Zadarya,0,0,MWh,0.0,-15.0,2.0
2023-01-14 17:00:00,Zadarya,0,0,MWh,0.0,-15.0,2.0
2023-01-14 18:00:00,Zadarya,0,0,MWh,0.0,-15.0,2.0
2023-01-14 19:00:00,Zadarya,0,0,MWh,0.0,-16.0,2.0
2023-01-14 20:00:00,Zadarya,0,0,MWh,0.0,-16.0,2.0
2023-01-14 21:00:00,Zadarya,0,0,MWh,0.0,-17.0,2.0
2023-01-14 22:00:00,Zadarya,0,0,MWh,0.0,-18.0,2.0
2023-01-14 23:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-15 00:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
2023-01-15 01:00:00,Zadarya,0,0,MWh,0.0,-19.0,2.0
